Date,Year,Type,Country,Area,Activity,Sex ,Injury,Fatal (Y/N),Species ,realYear,realDate
29-Aug-2003,2003.0,Provoked,USA,Texas,Fishing,M,arm,N,1.2 m [4'] bull shark,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='29-Aug-2003'>"
19-Aug-2003,2003.0,Unprovoked,USA,California,"Swimming, wearing black wetsuit & swim fins",F,thigh,Y,4.5 m to 5.5 m [15' to 18'] white shark,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='19-Aug-2003'>"
12-Aug-2003,2003.0,Invalid,USA,California,Swimming,M,foot,,Shark involvement not confirmed,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='12-Aug-2003'>"
08-Aug-2003,2003.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Sitting on surfboard,M,NO INJURY,N,3.5 m [11.5'] white shark,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='08-Aug-2003'>"
Reported 26-Jul-2003,2003.0,Unprovoked,AUSTRALIA,Northern Territory,Surf skiing,M,NO INJURY,N,,"<re.Match object; span=(16, 20), match='2003'>","<re.Match object; span=(9, 20), match='26-Jul-2003'>"
20-Jul-2003,2003.0,Unprovoked,USA,Florida,Surfing,M,hand,N,,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='20-Jul-2003'>"
15-Jul-2003,2003.0,Unprovoked,USA,Florida,Wading,F,foot,N,,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='15-Jul-2003'>"
10-Jul-2003,2003.0,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,thigh,N,Unidentified species,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='10-Jul-2003'>"
05-Jul-2003,2003.0,Provoked,USA,Florida,"Walking, carrying surfboard & stepped on shark",M,foot,N,2' shark,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='05-Jul-2003'>"
05-Jul-2003,2003.0,Unprovoked,USA,Florida,Surfing,M,foot,N,1.5 m to 1.8 m [5' to 6'] shark,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='05-Jul-2003'>"
04-Jul-2003,2003.0,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,leg,N,2.1 m  [7'] bull shark,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='04-Jul-2003'>"
30-Jun-2003,2003.0,Unprovoked,USA,Florida,Surfing,M,foot,N,Unidentified species,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='30-Jun-2003'>"
26-Jun-2003,2003.0,Unprovoked,USA,Florida,Surfing,M,foot,N,106 cm [3.5']  shark,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='26-Jun-2003'>"
24-Jun-2003,2003.0,Unprovoked,BRAZIL,Pernambuco,,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='24-Jun-2003'>"
24-Jun-2003,2003.0,Unprovoked,USA,Florida,Standing,F,thigh,N,small brown shark,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='24-Jun-2003'>"
24-Jun-2003,2003.0,Unprovoked,USA,Hawaii,Swimming with pod of dolphins,M,foot,N,3.7 m to 4.3 m [12' to 14'] shark,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='24-Jun-2003'>"
22-Jun-2003,2003.0,Unprovoked,USA,Johnston Atoll,Swimming,M,leg,N,Unidentified species,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='22-Jun-2003'>"
19-Jun-2003,2003.0,Unprovoked,USA,North Carolina,Surfing ,M,hand,N,"""sand shark""","<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='19-Jun-2003'>"
08-Jun-2003,2003.0,Unprovoked,USA,Florida,Surfing,,foot,N,,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='08-Jun-2003'>"
25-May-2003,2003.0,Unprovoked,USA,Florida,Surfing,M,foot,N,,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='25-May-2003'>"
14-May-2003,2003.0,Unprovoked,USA,Florida,Wading,M,foot,N,3' to 5' shark,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='14-May-2003'>"
10-May-2003,2003.0,Unprovoked,USA,Hawaii,Swimming,M,foot,N,1.8 m [6'] reef shark - or a 2.1 m to 2.4 m [7' to 8'] grey-colored shark,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='10-May-2003'>"
07-May-2003,2003.0,Provoked,USA,Florida,Surfing,M,foot,N,4' to 5' shark,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='07-May-2003'>"
03-May-2003,2003.0,Unprovoked,USA,Florida,Walking,F,leg,N,,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='03-May-2003'>"
26-Apr-2003,2003.0,Provoked,BRAZIL,Rio de Janeiro,Killing  sharks,M,thigh,N,,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='26-Apr-2003'>"
25-Apr-2003,2003.0,Unprovoked,BRAZIL,Rio de Janeiro,Swimming ,M,hand,N,,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='25-Apr-2003'>"
23-Apr-2003,2003.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,leg,N,Bull shark,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='23-Apr-2003'>"
23-Apr-2003,2003.0,Unprovoked,BRAZIL,Rio de Janeiro,Swimming,M,hand,N,,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='23-Apr-2003'>"
21-Apr-2003,2003.0,Unprovoked,USA,Florida,Surfing,M,leg,N,Unidentified species,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='21-Apr-2003'>"
21-Apr-2003,2003.0,Unprovoked,USA,Florida,Surfing,M,Survived,N,Unidentified species,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='21-Apr-2003'>"
20-Apr-2003,2003.0,Unprovoked,USA,Florida,Surfing,M,foot,N,Unidentified species,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='20-Apr-2003'>"
20-Apr-2003,2003.0,Unprovoked,USA,Florida,Surfing,M,foot,N,0.9 m to 1.2 m [3' to 4'] shark,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='20-Apr-2003'>"
20-Apr-2003,2003.0,Unprovoked,USA,Florida,Surfing,M,foot,N,Unidentified species,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='20-Apr-2003'>"
19-Apr-2003,2003.0,Unprovoked,USA,Florida,Jumping,M,foot,N,A small shark,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='19-Apr-2003'>"
18-Apr-2003,2003.0,Unprovoked,USA,Florida,Surfing,M,thigh,N,Unidentified species,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='18-Apr-2003'>"
15-Apr-2003,2003.0,Unprovoked,USA,Florida,Swimming (using a float),M,leg,N,"15 cm to 20 cm [6"" to 8""] bite diameter just below left knee","<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='15-Apr-2003'>"
11-Apr-2003,2003.0,Unprovoked,VENEZUELA,Nueva Esparta,Surfing,M,leg,N,"Mako shark, 3 m [10']","<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='11-Apr-2003'>"
09-Apr-2003,2003.0,Unprovoked,USA,Florida,Surfing,M,arm,N,,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='09-Apr-2003'>"
04-Apr-2003,2003.0,Unprovoked,USA,Florida,Surfing,M,hand,N,4' to 5' shark,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='04-Apr-2003'>"
10-Mar-2003,2003.0,Provoked,USA,Florida,Petting captive sharks,F,hand,N,60 cm [2'] captive shark,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='10-Mar-2003'>"
27-Feb-2003,2003.0,Unprovoked,NEW ZEALAND,Southland,Scuba diving,M,arm,N,2.5 m [8.25'] white shark,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='27-Feb-2003'>"
15-Feb-2003,2003.0,Unprovoked,AUSTRALIA,South Australia,Wading,M,foot,N,"""a small shark""","<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='15-Feb-2003'>"
15-Feb-2003,2003.0,Unprovoked,USA,Florida,Swimming,M,hand,N,Species unidentified,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='15-Feb-2003'>"
11-Feb-2003,2003.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,leg,N,Thought to involve a 2 m [6.75'] grey nurse shark,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='11-Feb-2003'>"
08-Feb-2003,2003.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,FATAL,Y,Thought to involve a >2 m [6.75'] bull shark,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='08-Feb-2003'>"
17-Jan-2003,2003.0,Invalid,SOUTH AFRICA,Western Cape Province,Unknown,M,body,,Shark involvement prior to death was not confirmed,"<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='17-Jan-2003'>"
03-Jan-2003,2003.0,Unprovoked,COSTA RICA,North Pacific coast,Surfing,M,leg,N,"Bull shark, 7'","<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='03-Jan-2003'>"
02-Jan-2003,2003.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,F,NO INJURY,N,"Bronze whaler shark, 2.5 m [8.25'] ","<re.Match object; span=(7, 11), match='2003'>","<re.Match object; span=(0, 11), match='02-Jan-2003'>"
29-Dec-2002,2002.0,Unprovoked,AUSTRALIA,Queensland,Snorkeling,F,arm,N,Reported to involve a hammerhead shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='29-Dec-2002'>"
24-Dec-2002,2002.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Snorkeling,M,arm,N,"White shark, 4 m white shark","<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='24-Dec-2002'>"
21-Dec-2002,2002.0,Unprovoked,AUSTRALIA,Queensland,Scuba diving,M,Groin bitten,N,"Wobbegong shark, 1m","<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='21-Dec-2002'>"
20-Dec-2002,2002.0,Invalid,AUSTRALIA,Queensland,Swimming,M,foot,,"Shark involvement not confirmed, injury may be due to a stingray","<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='20-Dec-2002'>"
16-Dec-2002,2002.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,FATAL,Y,Bull shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='16-Dec-2002'>"
01-Dec-2002,2002.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='01-Dec-2002'>"
28-Nov-2002,2002.0,Unprovoked,MICRONESIA,Caroline Islands,Scuba diving,M,leg,N,Blacktip shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='28-Nov-2002'>"
28-Nov-2002,2002.0,Unprovoked,USA,California,Body boarding,M,leg,N,3 m to 4.5 m [10' to 15'] white shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='28-Nov-2002'>"
17-Nov-2002,2002.0,Unprovoked,USA,Hawaii,Swimming,F,arm,N,2.4 m to 3 m [8' to 10'] grey colored shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='17-Nov-2002'>"
14-Nov-2002,2002.0,Unprovoked,TURKS & CAICOS,Caicos Bank,Snorkeling,F,arm,N,1.8 m to 2.1 m [6' to 7']  Caribbean Reef Shark ,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='14-Nov-2002'>"
11-Nov-2002,2002.0,Unprovoked,USA,Florida,Surfing,M,lacerations,N,6' shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='11-Nov-2002'>"
02-Nov-2002,2002.0,Unprovoked,USA,Florida,Boogie boarding,M,foot,N,3' to 4' shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='02-Nov-2002'>"
30-Oct-2002,2002.0,Unprovoked,USA,Hawaii,Swimming,F,foot,N,A small shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='30-Oct-2002'>"
14-Oct-2002,2002.0,Unprovoked,BRAZIL,Pernambuco,Swimming,M,FATAL,Y,Possibly a bull shark or tiger shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='14-Oct-2002'>"
11-Oct-2002,2002.0,Unprovoked,USA,Florida,Surfing,M,foot,N,,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='11-Oct-2002'>"
05-Oct-2002,2002.0,Unprovoked,USA,Florida,Surfing,M,hand,N,Blacktip or spinner shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='05-Oct-2002'>"
05-Oct-2002,2002.0,Unprovoked,USA,Florida,Surfing,M,leg,N,3.5' to 4.5' shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='05-Oct-2002'>"
03-Oct-2002,2002.0,Unprovoked,USA,Florida,Surfing,M,hand,N,3.5' to 4' shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='03-Oct-2002'>"
30-Sep-2002,2002.0,Unprovoked,USA,Florida,Surfing,M,hand,N,4' to 5' shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='30-Sep-2002'>"
29-Sep-2002,2002.0,Unprovoked,USA,Florida,Surfing,M,hand,N,,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='29-Sep-2002'>"
27-Sep-2002,2002.0,Unprovoked,USA,Hawaii,Fishing from Surfboard,M,NO INJURY,N,1.2 m [4'] blacktip shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='27-Sep-2002'>"
27-Sep-2002,2002.0,Provoked,USA,Florida,Fishing,M,Left thumb lacerated PROVOKED INCIDENT,N,1.8 m [6'] blacktip shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='27-Sep-2002'>"
27-Sep-2002,2002.0,Provoked,TONGA,Vava'u,Swimming,M,thigh,N,"Tiger shark, 1.5 m [5']k","<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='27-Sep-2002'>"
21-Sep-2002,2002.0,Unprovoked,USA,Oregon,Boogie boarding or Surfing,M,foot,N,2.4 m [8'] shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='21-Sep-2002'>"
21-Sep-2002,2002.0,Unprovoked,USA,California,Surfing,M,NO INJURY,N,3 m to 3.7 m [10' to 12'] shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='21-Sep-2002'>"
16-Sep-2002,2002.0,Unprovoked,BRAZIL,Pernambuco,Swimming,M,leg,N,Bull or tiger shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='16-Sep-2002'>"
16-Sep-2002,2002.0,Unprovoked,USA,Hawaii,Body boarding,,NO INJURY,N,,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='16-Sep-2002'>"
13-Sep-2002,2002.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surf skiing,M,NO INJURY,N,White shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='13-Sep-2002'>"
09-Sep-2002,2002.0,Unprovoked,USA,Florida,Boogie boarding,M,leg,N,4' to 6' shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='09-Sep-2002'>"
05-Sep-2002,2002.0,Provoked,USA,Florida,"Wading, when he stepped on the shark",M,foot,N,1' to 2' hammerhead or bonnethed shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='05-Sep-2002'>"
28-Aug-2002,2002.0,Unprovoked,USA,Hawaii,Surfing,M,foot,N,"Tiger shark, 2.4 m to 3 m [8' to 10'] ","<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='28-Aug-2002'>"
17-Aug-2002,2002.0,Unprovoked,USA,Alabama,Swimming,F,leg,N,,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='17-Aug-2002'>"
14-Aug-2002,2002.0,Unprovoked,USA,Florida,Surfing,M,foot,N,0.9 m  to 1.2 m [3' to 4'] shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='14-Aug-2002'>"
11-Aug-2002,2002.0,Unprovoked,USA,Florida,Surfing,M,foot,N,"Nurse shark, 1.5 m [5'] ","<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='11-Aug-2002'>"
07-Aug-2002,2002.0,Unprovoked,USA,Florida,Standing,M,leg,N,,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='07-Aug-2002'>"
Reported 06-Aug-2002,2002.0,Provoked,UNITED KINGDOM,Cheshire,Diving,M,hand,N,"Sandtiger shark, 3 m [10'] ","<re.Match object; span=(16, 20), match='2002'>","<re.Match object; span=(9, 20), match='06-Aug-2002'>"
05-Aug-2002,2002.0,Unprovoked,USA,North Carolina,Standing,M,leg,N,1.2 m to 1.5 m [4' to 5'] shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='05-Aug-2002'>"
26-Jul-2002,2002.0,Unprovoked,USA,South Carolina,Surfing,M,foot,N,1.2 m [4'] blacktip or sandbar shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='26-Jul-2002'>"
20-Jul-2002,2002.0,Unprovoked,USA,North Carolina,Swimming,F,leg,N,"Bull shark, 1.8 m to 2.1 m [6' to 7'] ","<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='20-Jul-2002'>"
10-Jul-2002,2002.0,Provoked,USA,Florida,Surfing,M,leg,N,,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='10-Jul-2002'>"
09-Jul-2002,2002.0,Provoked,USA,Maryland,Shark Fishing,M,DROWNED,Y,"Mako shark, 400-lb ","<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='09-Jul-2002'>"
10-Jul-2002,2002.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,hand,N,Bull or tiger shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='10-Jul-2002'>"
04-Jul-2002,2002.0,Unprovoked,USA,North Carolina,Standing,F,foot,N,"1.2 m to 1.5 m [4' to 5'] shark, possibly a bull shark","<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='04-Jul-2002'>"
20-Jun-2002,2002.0,Unprovoked,AUSTRALIA,Queensland,Surfing,M,foot,N,,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='20-Jun-2002'>"
20-Jun-2002,2002.0,Unprovoked,USA,Florida,Swimming,F,leg,N,,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='20-Jun-2002'>"
16-Jun-2002,2002.0,Invalid,INDONESIA,,,,leg,,Shark involvement prior to death was not confirmed,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='16-Jun-2002'>"
Reported 13-Jun-2002,2002.0,Unprovoked,PAPUA NEW GUINEA,Louisiade Archipelago,,,arm,N,,"<re.Match object; span=(16, 20), match='2002'>","<re.Match object; span=(9, 20), match='13-Jun-2002'>"
Reported 13-Jun-2002,2002.0,Unprovoked,PAPUA NEW GUINEA,Louisiade Archipelago,Attempting to retreive a dinghy,,FATAL,Y,,"<re.Match object; span=(16, 20), match='2002'>","<re.Match object; span=(9, 20), match='13-Jun-2002'>"
11-Jun-2002,2002.0,Unprovoked,USA,Hawaii,Sitting on surfboard,,NO INJURY,N,"Tiger shark, 2.4 m to 2.7 m [8' to 9']  ","<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='11-Jun-2002'>"
10-Jun-2002,2002.0,Unprovoked,USA,Florida,Surfing,M,hand,N,0.9 m to 1.2 m [3' to 4'] shark; Tooth fragment recovered from hand,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='10-Jun-2002'>"
09-Jun-2002,2002.0,Unprovoked,USA,Florida,Surfing,M,foot,N,  ,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='09-Jun-2002'>"
09-Jun-2002,2002.0,Unprovoked,USA,Florida,Swimming,M,leg,N,,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='09-Jun-2002'>"
03-Jun-2002,2002.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal between Port Edward and Port St Johns,Snorkeling (filming the sardine run),M,arm,N,1.5 to 2.5 m [5' to 8.25'] copper shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='03-Jun-2002'>"
31-May-2002,2002.0,Unprovoked,USA,California,Surfing,M,leg,N,3.7 m to 4.3 m [12' to 14'] white shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='31-May-2002'>"
31-May-2002,2002.0,Unprovoked,USA,Florida,Floating on a raft,M,foot,N,1 m  shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='31-May-2002'>"
22-May-2002,2002.0,Provoked,USA,Florida,"Fishing, removing the shark from his line",M,leg,N,3' blacktip shark,"<re.Match object; span=(7, 11), match='2002'>","<re.Match object; span=(0, 11), match='22-May-2002'>"
